uf,uf_codigo,ano,populacao,fonte,metodo
PR,41,2022,11675661,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
PR,41,2023,11751111,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
PR,41,2024,11823677,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
PR,41,2025,11893264,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
PR,41,2026,11959803,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
SC,42,2015,6802306,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
SC,42,2016,6894058,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
SC,42,2017,6984749,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
SC,42,2018,7075494,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
SC,42,2019,7164788,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
SC,42,2020,7252502,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
SC,42,2021,7338473,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
SC,42,2022,7422480,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
SC,42,2023,7504322,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
SC,42,2024,7583889,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
SC,42,2025,7661113,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
SC,42,2026,7735919,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
RS,43,2015,11175777,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
RS,43,2016,11229947,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
RS,43,2017,11280193,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
RS,43,2018,11329605,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
RS,43,2019,11377239,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
RS,43,2020,11422973,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
RS,43,2021,11466630,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
RS,43,2022,11507906,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
RS,43,2023,11546505,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
RS,43,2024,11582285,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
RS,43,2025,11615181,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
RS,43,2026,11645142,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
MS,50,2015,2653928,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
MS,50,2016,2685454,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
MS,50,2017,2716534,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
MS,50,2018,2748023,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
MS,50,2019,2778986,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
MS,50,2020,2809394,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
MS,50,2021,2839188,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
MS,50,2022,2868279,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
MS,50,2023,2896624,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
MS,50,2024,2924238,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
MS,50,2025,2951121,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
MS,50,2026,2977257,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
MT,51,2015,3314540,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
MT,51,2016,3356979,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
MT,51,2017,3398791,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
MT,51,2018,3441998,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
MT,51,2019,3484466,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
MT,51,2020,3526220,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
MT,51,2021,3567234,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
MT,51,2022,3607400,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
MT,51,2023,3646630,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
MT,51,2024,3684919,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
MT,51,2025,3722274,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
MT,51,2026,3758643,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
GO,52,2015,6625528,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
GO,52,2016,6726130,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
GO,52,2017,6824504,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
GO,52,2018,6923655,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
GO,52,2019,7020904,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
GO,52,2020,7116143,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
GO,52,2021,7209247,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
GO,52,2022,7300083,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
GO,52,2023,7388558,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
GO,52,2024,7474621,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
GO,52,2025,7558218,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
GO,52,2026,7639325,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
DF,53,2015,2848633,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
DF,53,2016,2890224,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
DF,53,2017,2931057,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
DF,53,2018,2972209,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
DF,53,2019,3012718,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
DF,53,2020,3052546,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
DF,53,2021,3091667,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
DF,53,2022,3130014,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
DF,53,2023,3167502,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
DF,53,2024,3204070,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
DF,53,2025,3239675,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
DF,53,2026,3274291,IBGE SIDRA tabela 7358 Projecao da Populacao edicao 2018,projecao_oficial_ibge
